"scenario_id","user_id","roleplay_profile","input","motion_preference","scenario","state_path","user_need","current_risk","baseline_gate","iteration_1_gate","target_behavior","reduced_motion_behavior","interrupt_probe","acceptance_gate","target_gate"
"S099","U099","Careful non-native-English reader; dashboard deep-linker; reads labels and status slowly","mouse","standard","Dashboard task card to Work receipt — reads labels and status slowly","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","specific persistent wording and no timed dismissal; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: specific persistent wording and no timed dismissal.","PASS"
"S100","U100","Anxious failed-check reviewer; dashboard deep-linker; investigates blocked work and failed evidence","mouse","standard","Dashboard task card to Work receipt — investigates blocked work and failed evidence","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","calm, predictable transitions with errors never softened or hidden; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: calm, predictable transitions with errors never softened or hidden.","PASS"
"S101","U101","First-day evaluator; ledger organizer; unfamiliar labels and no learned spatial map","mouse","standard","Work lifecycle tab, filter, and sort — unfamiliar labels and no learned spatial map","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","clear cause-and-effect without surprise; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: clear cause-and-effect without surprise.","PASS"
"S102","U102","Everyday developer; ledger organizer; repeats the workflow many times per day","trackpad","standard","Work lifecycle tab, filter, and sort — repeats the workflow many times per day","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","speed with no decorative delay; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: speed with no decorative delay.","PASS"
"S103","U103","Keyboard-first expert; ledger organizer; tabs and activates without hovering","keyboard","standard","Work lifecycle tab, filter, and sort — tabs and activates without hovering","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","focus and selection feedback independent of pointer hover; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","RISK","RISK","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: focus and selection feedback independent of pointer hover.","PASS"
"S104","U104","Trackpad power user; ledger organizer; moves quickly between dense targets","trackpad","standard","Work lifecycle tab, filter, and sort — moves quickly between dense targets","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","immediate, interruptible response; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: immediate, interruptible response.","PASS"
"S105","U105","Precision-mouse user; ledger organizer; expects desktop-native restraint","mouse","standard","Work lifecycle tab, filter, and sort — expects desktop-native restraint","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","subtle highlight feedback rather than touch-like theatrics; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: subtle highlight feedback rather than touch-like theatrics.","PASS"
"S106","U106","Motion-sensitive user; ledger organizer; macOS Reduce Motion enabled","mouse","reduce","Work lifecycle tab, filter, and sort — macOS Reduce Motion enabled","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","RISK","RISK","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades.","PASS"
"S107","U107","VoiceOver reviewer; ledger organizer; navigates by accessible names and focus order","keyboard+VoiceOver","standard","Work lifecycle tab, filter, and sort — navigates by accessible names and focus order","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","announced state and stable focus, not motion-only meaning; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","RISK","RISK","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: announced state and stable focus, not motion-only meaning.","PASS"
"S108","U108","High-contrast user; ledger organizer; Increase Contrast and Differentiate Without Color","mouse","standard","Work lifecycle tab, filter, and sort — Increase Contrast and Differentiate Without Color","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","shape, text, or focus state in addition to color; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: shape, text, or focus state in addition to color.","PASS"
"S109","U109","Low-vision reviewer; ledger organizer; large text and display zoom","mouse","standard","Work lifecycle tab, filter, and sort — large text and display zoom","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","stable geometry and no clipped transition endpoints; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","RISK","RISK","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: stable geometry and no clipped transition endpoints.","PASS"
"S110","U110","Limited-dexterity user; ledger organizer; slow pointer and occasional repeated activation","mouse","standard","Work lifecycle tab, filter, and sort — slow pointer and occasional repeated activation","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","comfortable hit targets and forgiving repeat input; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: comfortable hit targets and forgiving repeat input.","PASS"
"S111","U111","Rapid-switching expert; ledger organizer; issues a second action before the first animation settles","keyboard+mouse","standard","Work lifecycle tab, filter, and sort — issues a second action before the first animation settles","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","retargeting with no queued or stale destination; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","RISK","RISK","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: retargeting with no queued or stale destination.","PASS"
"S112","U112","Constrained-Mac user; ledger organizer; fetch and rendering take about 800 ms","trackpad","standard","Work lifecycle tab, filter, and sort — fetch and rendering take about 800 ms","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","stable placeholders and no flicker or frozen-looking blank area; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: stable placeholders and no flicker or frozen-looking blank area.","PASS"
"S113","U113","Offline investigator; ledger organizer; refresh and receipt fetch can fail","mouse","standard","Work lifecycle tab, filter, and sort — refresh and receipt fetch can fail","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","nearby actionable error feedback that preserves context; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: nearby actionable error feedback that preserves context.","PASS"
"S114","U114","Dense-store analyst; ledger organizer; 200 loaded receipts and long evidence payloads","mouse","standard","Work lifecycle tab, filter, and sort — 200 loaded receipts and long evidence payloads","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","bounded work and no large animated reflow; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","RISK","RISK","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: bounded work and no large animated reflow.","PASS"
"S115","U115","Empty-store newcomer; ledger organizer; no receipts or usage history yet","mouse","standard","Work lifecycle tab, filter, and sort — no receipts or usage history yet","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","empty-state continuity without fake skeleton loops; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: empty-state continuity without fake skeleton loops.","PASS"
"S116","U116","Dark-mode night user; ledger organizer; dark appearance and low ambient light","trackpad","standard","Work lifecycle tab, filter, and sort — dark appearance and low ambient light","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","no brightness flash or double-exposed crossfade; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: no brightness flash or double-exposed crossfade.","PASS"
"S117","U117","Minimum-window user; ledger organizer; 960 by 560 window","mouse","standard","Work lifecycle tab, filter, and sort — 960 by 560 window","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","transitions that do not clip or shift the page header; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: transitions that do not clip or shift the page header.","PASS"
"S118","U118","Ultrawide-window user; ledger organizer; wide 5K display","mouse","standard","Work lifecycle tab, filter, and sort — wide 5K display","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","motion localized to the affected region rather than the whole canvas; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: motion localized to the affected region rather than the whole canvas.","PASS"
"S119","U119","Careful non-native-English reader; ledger organizer; reads labels and status slowly","mouse","standard","Work lifecycle tab, filter, and sort — reads labels and status slowly","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","specific persistent wording and no timed dismissal; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: specific persistent wording and no timed dismissal.","PASS"
"S120","U120","Anxious failed-check reviewer; ledger organizer; investigates blocked work and failed evidence","mouse","standard","Work lifecycle tab, filter, and sort — investigates blocked work and failed evidence","work.list.ready -> setGroup/filter/sort -> work.list.ready(filtered)","calm, predictable transitions with errors never softened or hidden; ledger organizer","Plain buttons and instantaneous underline/row changes provide inconsistent press acknowledgement; decorative row entrances would slow a high-frequency workflow.","PASS","PASS","Use a 100 ms color/opacity press state; move only the active underline with the 180 ms content token; update filtered/sorted rows immediately without stagger or whole-list animation.","Keep the 100 ms non-spatial press/highlight feedback; row updates remain immediate.","Change group, sort, and query rapidly; the list reflects the latest combined state without queued transitions.","Focus remains on the control in use; counts and rows agree; no row animation delays keyboard or pointer input. Persona-specific gate: calm, predictable transitions with errors never softened or hidden.","PASS"
"S121","U121","First-day evaluator; usage explorer; unfamiliar labels and no learned spatial map","mouse","standard","Usage measure, client group, and selected day — unfamiliar labels and no learned spatial map","usage.ready -> setMeasure/group/day -> usage.ready(updated)","clear cause-and-effect without surprise; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","RISK","RISK","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: clear cause-and-effect without surprise.","PASS"
"S122","U122","Everyday developer; usage explorer; repeats the workflow many times per day","trackpad","standard","Usage measure, client group, and selected day — repeats the workflow many times per day","usage.ready -> setMeasure/group/day -> usage.ready(updated)","speed with no decorative delay; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","RISK","RISK","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: speed with no decorative delay.","PASS"
"S123","U123","Keyboard-first expert; usage explorer; tabs and activates without hovering","keyboard","standard","Usage measure, client group, and selected day — tabs and activates without hovering","usage.ready -> setMeasure/group/day -> usage.ready(updated)","focus and selection feedback independent of pointer hover; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","RISK","RISK","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: focus and selection feedback independent of pointer hover.","PASS"
"S124","U124","Trackpad power user; usage explorer; moves quickly between dense targets","trackpad","standard","Usage measure, client group, and selected day — moves quickly between dense targets","usage.ready -> setMeasure/group/day -> usage.ready(updated)","immediate, interruptible response; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","RISK","RISK","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: immediate, interruptible response.","PASS"
"S125","U125","Precision-mouse user; usage explorer; expects desktop-native restraint","mouse","standard","Usage measure, client group, and selected day — expects desktop-native restraint","usage.ready -> setMeasure/group/day -> usage.ready(updated)","subtle highlight feedback rather than touch-like theatrics; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","RISK","RISK","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: subtle highlight feedback rather than touch-like theatrics.","PASS"
"S126","U126","Motion-sensitive user; usage explorer; macOS Reduce Motion enabled","mouse","reduce","Usage measure, client group, and selected day — macOS Reduce Motion enabled","usage.ready -> setMeasure/group/day -> usage.ready(updated)","no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","FAIL","FAIL","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades.","PASS"
"S127","U127","VoiceOver reviewer; usage explorer; navigates by accessible names and focus order","keyboard+VoiceOver","standard","Usage measure, client group, and selected day — navigates by accessible names and focus order","usage.ready -> setMeasure/group/day -> usage.ready(updated)","announced state and stable focus, not motion-only meaning; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","FAIL","FAIL","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: announced state and stable focus, not motion-only meaning.","PASS"
"S128","U128","High-contrast user; usage explorer; Increase Contrast and Differentiate Without Color","mouse","standard","Usage measure, client group, and selected day — Increase Contrast and Differentiate Without Color","usage.ready -> setMeasure/group/day -> usage.ready(updated)","shape, text, or focus state in addition to color; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","RISK","RISK","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: shape, text, or focus state in addition to color.","PASS"
"S129","U129","Low-vision reviewer; usage explorer; large text and display zoom","mouse","standard","Usage measure, client group, and selected day — large text and display zoom","usage.ready -> setMeasure/group/day -> usage.ready(updated)","stable geometry and no clipped transition endpoints; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","FAIL","FAIL","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: stable geometry and no clipped transition endpoints.","PASS"
"S130","U130","Limited-dexterity user; usage explorer; slow pointer and occasional repeated activation","mouse","standard","Usage measure, client group, and selected day — slow pointer and occasional repeated activation","usage.ready -> setMeasure/group/day -> usage.ready(updated)","comfortable hit targets and forgiving repeat input; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","RISK","RISK","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: comfortable hit targets and forgiving repeat input.","PASS"
"S131","U131","Rapid-switching expert; usage explorer; issues a second action before the first animation settles","keyboard+mouse","standard","Usage measure, client group, and selected day — issues a second action before the first animation settles","usage.ready -> setMeasure/group/day -> usage.ready(updated)","retargeting with no queued or stale destination; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","FAIL","FAIL","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: retargeting with no queued or stale destination.","PASS"
"S132","U132","Constrained-Mac user; usage explorer; fetch and rendering take about 800 ms","trackpad","standard","Usage measure, client group, and selected day — fetch and rendering take about 800 ms","usage.ready -> setMeasure/group/day -> usage.ready(updated)","stable placeholders and no flicker or frozen-looking blank area; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","FAIL","FAIL","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: stable placeholders and no flicker or frozen-looking blank area.","PASS"
"S133","U133","Offline investigator; usage explorer; refresh and receipt fetch can fail","mouse","standard","Usage measure, client group, and selected day — refresh and receipt fetch can fail","usage.ready -> setMeasure/group/day -> usage.ready(updated)","nearby actionable error feedback that preserves context; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","RISK","RISK","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: nearby actionable error feedback that preserves context.","PASS"
"S134","U134","Dense-store analyst; usage explorer; 200 loaded receipts and long evidence payloads","mouse","standard","Usage measure, client group, and selected day — 200 loaded receipts and long evidence payloads","usage.ready -> setMeasure/group/day -> usage.ready(updated)","bounded work and no large animated reflow; usage explorer","Labels, tooltip, and bar geometry can change on different timing paths, making the chart feel abrupt or briefly contradictory.","FAIL","FAIL","Commit control selection immediately; use 180 ms ease-in-out for bounded bar interpolation and 160 ms content transitions for numeric/text changes; keep chart controls interactive.","Update bar geometry without animation and retain a 120 ms opacity/color transition for labels and selection.","Change Cost to Tokens and client group before interpolation finishes; merge to the latest values without restarting from zero.","Axis, title, bars, tooltip, and selected-day value describe the same series on every settled frame; unpriced never animates through a fake zero. Persona-specific gate: bounded work and no large animated reflow.","PASS"
